Time,Strain(%),Stress(MPa),Temp(C),SR(%/s),Si(%),Fe(%),Cu(%),Mn(%),Mg(%),Cr(%),Zn(%),Ti(%)
0.0,8.37134481112684e-05,-2.3246870444728627,300.0,8.333333333333333e-05,0.56,0.23,0.18,0.07,0.86,0.06,0.02,0.01
0.024954999403097387,8.579303139485985e-05,-2.2270106092200406,300.0,8.333333333333333e-05,0.56,0.23,0.18,0.07,0.86,0.06,0.02,0.01
0.049909998806194775,8.78726146784513e-05,-2.129334173967214,300.0,8.333333333333333e-05,0.56,0.23,0.18,0.07,0.86,0.06,0.02,0.01
0.07486499820929216,8.995219796204275e-05,-2.03165773871439,300.0,8.333333333333333e-05,0.56,0.23,0.18,0.07,0.86,0.06,0.02,0.01
0.09981999761238955,9.20317812456342e-05,-1.9339813034615663,300.0,8.333333333333333e-05,0.56,0.23,0.18,0.07,0.86,0.06,0.02,0.01
0.12477499701548693,9.411136452922565e-05,-1.8363048682087442,300.0,8.333333333333333e-05,0.56,0.23,0.18,0.07,0.86,0.06,0.02,0.01
0.1497299964185843,9.61909478128171e-05,-1.7386284329559265,300.0,8.333333333333333e-05,0.56,0.23,0.18,0.07,0.86,0.06,0.02,0.01
0.1746849958216817,9.827053109640854e-05,-1.6409519977031044,300.0,8.333333333333333e-05,0.56,0.23,0.18,0.07,0.86,0.06,0.02,0.01
0.1996399952247791,0.00010035011438,-1.5432755624502792,300.0,8.333333333333333e-05,0.56,0.23,0.18,0.07,0.86,0.06,0.02,0.01
0.2727647109530291,0.00010644384069068751,-1.3900014193089278,300.0,8.333333333333333e-05,0.56,0.23,0.18,0.07,0.86,0.06,0.02,0.01
0.3458894266812791,0.000112537567001375,-1.2367272761675774,300.0,8.333333333333333e-05,0.56,0.23,0.18,0.07,0.86,0.06,0.02,0.01
0.41901414240952906,0.0001186312933120625,-1.083453133026227,300.0,8.333333333333333e-05,0.56,0.23,0.18,0.07,0.86,0.06,0.02,0.01
0.4921388581377791,0.00012472501962275,-0.9301789898848765,300.0,8.333333333333333e-05,0.56,0.23,0.18,0.07,0.86,0.06,0.02,0.01
0.5652635738660291,0.0001308187459334375,-0.7769048467435256,300.0,8.333333333333333e-05,0.56,0.23,0.18,0.07,0.86,0.06,0.02,0.01
0.6383882895942791,0.00013691247224412498,-0.6236307036021747,300.0,8.333333333333333e-05,0.56,0.23,0.18,0.07,0.86,0.06,0.02,0.01
0.7115130053225291,0.0001430061985548125,-0.4703565604608224,300.0,8.333333333333333e-05,0.56,0.23,0.18,0.07,0.86,0.06,0.02,0.01
0.7846377210507791,0.0001490999248655,-0.31708241731946885,300.0,8.333333333333333e-05,0.56,0.23,0.18,0.07,0.86,0.06,0.02,0.01
0.8213914699091291,0.0001521627372703625,-0.0893718752835948,300.0,8.333333333333333e-05,0.56,0.23,0.18,0.07,0.86,0.06,0.02,0.01
0.8581452187674792,0.00015522554967522498,0.13833866675227569,300.0,8.333333333333333e-05,0.56,0.23,0.18,0.07,0.86,0.06,0.02,0.01
0.8948989676258292,0.00015828836208008748,0.3660492087881515,300.0,8.333333333333333e-05,0.56,0.23,0.18,0.07,0.86,0.06,0.02,0.01
0.9316527164841791,0.00016135117448495,0.5937597508240273,300.0,8.333333333333333e-05,0.56,0.23,0.18,0.07,0.86,0.06,0.02,0.01
0.968406465342529,0.0001644139868898125,0.8214702928599031,300.0,8.333333333333333e-05,0.56,0.23,0.18,0.07,0.86,0.06,0.02,0.01
1.005160214200879,0.000167476799294675,1.0491808348957825,300.0,8.333333333333333e-05,0.56,0.23,0.18,0.07,0.86,0.06,0.02,0.01
1.0419139630592291,0.0001705396116995375,1.2768913769316566,300.0,8.333333333333333e-05,0.56,0.23,0.18,0.07,0.86,0.06,0.02,0.01
1.0786677119175792,0.0001736024241044,1.5046019189675262,300.0,8.333333333333333e-05,0.56,0.23,0.18,0.07,0.86,0.06,0.02,0.01
1.1433750953898794,0.000178994706060425,1.793530691307054,300.0,8.333333333333333e-05,0.56,0.23,0.18,0.07,0.86,0.06,0.02,0.01
1.2080824788621793,0.00018438698801645,2.0824594636465816,300.0,8.333333333333333e-05,0.56,0.23,0.18,0.07,0.86,0.06,0.02,0.01
1.2727898623344793,0.00018977926997247499,2.3713882359861094,300.0,8.333333333333333e-05,0.56,0.23,0.18,0.07,0.86,0.06,0.02,0.01
1.3374972458067793,0.0001951715519285,2.660317008325645,300.0,8.333333333333333e-05,0.56,0.23,0.18,0.07,0.86,0.06,0.02,0.01
