Time (s),Displacement (in),Load (lbs),Gauge Strain (in/in),Hybrid Strain (in/in),Engineering Stress (psi),Temp (C),Angle (deg)
1018.737,0.10842,2418.96378,0.06228,0.06228,48499.62737,25.0,90.0
1019.934,0.10852,2419.12207,0.06238,0.06238,48502.80096,25.0,90.0
1021.24,0.10863,2419.12404,0.06248,0.06248,48502.8408,25.0,90.0
1022.48,0.10873,2418.81734,0.06258,0.06258,48496.6928,25.0,90.0
1023.695,0.10883,2419.70297,0.06268,0.06268,48514.44629,25.0,90.0
1024.863,0.10893,2419.3932,0.06278,0.06278,48508.23633,25.0,90.0
1026.118,0.10903,2419.24215,0.06288,0.06288,48505.20881,25.0,90.0
1027.297,0.10913,2420.05357,0.06298,0.06298,48521.47952,25.0,90.0
1028.549,0.10923,2419.86016,0.06308,0.06308,48517.59775,25.0,90.0
1029.763,0.10934,2420.08189,0.06318,0.06318,48522.04608,25.0,90.0
1031.028,0.10944,2420.32997,0.06328,0.06328,48527.02113,25.0,90.0
1032.268,0.10955,2420.35347,0.06338,0.06338,48527.4903,25.0,90.0
1033.516,0.10965,2420.2246,0.06348,0.06348,48524.9054,25.0,90.0
1034.738,0.10975,2419.81274,0.06358,0.06358,48516.65054,25.0,90.0
1035.984,0.10985,2419.98749,0.06368,0.06368,48520.15166,25.0,90.0
1037.137,0.10995,2420.6494,0.06378,0.06378,48533.42584,25.0,90.0
1038.409,0.11005,2420.65885,0.06388,0.06388,48533.61174,25.0,90.0
1039.617,0.11016,2420.68014,0.06398,0.06398,48534.04108,25.0,90.0
1040.851,0.11026,2420.77257,0.06408,0.06408,48535.89123,25.0,90.0
1042.061,0.11036,2420.14732,0.06418,0.06418,48523.35623,25.0,90.0
1043.284,0.11046,2420.2977,0.06428,0.06428,48526.37048,25.0,90.0
1044.502,0.11056,2421.0358,0.06438,0.06438,48541.17169,25.0,90.0
1045.719,0.11067,2421.16993,0.06448,0.06448,48543.85839,25.0,90.0
1046.984,0.11077,2421.36115,0.06458,0.06458,48547.69591,25.0,90.0
1048.196,0.11087,2421.22921,0.06468,0.06468,48545.04904,25.0,90.0
1049.413,0.11097,2420.97037,0.06478,0.06478,48539.85711,25.0,90.0
1050.612,0.11107,2420.80286,0.06488,0.06488,48536.50205,25.0,90.0
1051.877,0.11118,2420.64062,0.06498,0.06498,48533.24879,25.0,90.0
1053.088,0.11128,2421.52273,0.06508,0.06508,48550.93589,25.0,90.0
1054.366,0.11138,2420.9381,0.06518,0.06518,48539.21088,25.0,90.0
1055.599,0.11149,2421.72691,0.06528,0.06528,48555.02569,25.0,90.0
1056.836,0.11159,2421.95281,0.06538,0.06538,48559.55812,25.0,90.0
1058.041,0.11169,2421.1695,0.06548,0.06548,48543.84954,25.0,90.0
1059.302,0.1118,2421.4538,0.06558,0.06558,48549.55049,25.0,90.0
1060.503,0.1119,2421.23206,0.06568,0.06568,48545.10658,25.0,90.0
1061.737,0.112,2421.49683,0.06578,0.06578,48550.41359,25.0,90.0
1062.971,0.1121,2421.50166,0.06588,0.06588,48550.51097,25.0,90.0
1064.197,0.1122,2422.25797,0.06598,0.06598,48565.67513,25.0,90.0
1065.425,0.11231,2422.15589,0.06608,0.06608,48563.63023,25.0,90.0
1066.701,0.11241,2422.2661,0.06618,0.06618,48565.8389,25.0,90.0
1067.855,0.11251,2422.46456,0.06628,0.06628,48569.81806,25.0,90.0
1069.1,0.11261,2422.55128,0.06638,0.06638,48571.55755,25.0,90.0
1070.267,0.11271,2422.10056,0.06648,0.06648,48562.51925,25.0,90.0
1071.524,0.11282,2422.33108,0.06658,0.06658,48567.1402,25.0,90.0
1072.702,0.11291,2421.87554,0.06668,0.06668,48558.00895,25.0,90.0
1073.992,0.11302,2422.23646,0.06678,0.06678,48565.24579,25.0,90.0
1075.191,0.11312,2422.72076,0.06688,0.06688,48574.95245,25.0,90.0
1076.486,0.11323,2422.12976,0.06698,0.06698,48563.10351,25.0,90.0
1077.664,0.11333,2422.56335,0.06708,0.06708,48571.79657,25.0,90.0
1078.905,0.11343,2422.23756,0.06718,0.06718,48565.26792,25.0,90.0
1080.089,0.11353,2423.01934,0.06728,0.06728,48580.9411,25.0,90.0
1081.335,0.11363,2422.97785,0.06738,0.06738,48580.10897,25.0,90.0
1082.525,0.11373,2422.14535,0.06748,0.06748,48563.41777,25.0,90.0
1083.741,0.11383,2423.05842,0.06759,0.06759,48581.72453,25.0,90.0
1084.977,0.11394,2422.93174,0.06769,0.06769,48579.18389,25.0,90.0
1086.203,0.11404,2422.37784,0.06779,0.06779,48568.07856,25.0,90.0
1087.441,0.11414,2422.5998,0.06789,0.06789,48572.52689,25.0,90.0
1088.674,0.11424,2423.593,0.06799,0.06799,48592.44036,25.0,90.0
1089.874,0.11435,2422.77499,0.06809,0.06809,48576.04129,25.0,90.0
1091.1,0.11445,2422.63624,0.06819,0.06819,48573.25721,25.0,90.0
1092.325,0.11455,2423.64635,0.06829,0.06829,48593.5115,25.0,90.0
1093.506,0.11465,2422.90803,0.06839,0.06839,48578.71029,25.0,90.0
1094.742,0.11475,2423.02088,0.06849,0.06849,48580.97208,25.0,90.0
1095.951,0.11485,2423.09245,0.06859,0.06859,48582.40617,25.0,90.0
1097.214,0.11496,2423.09113,0.06869,0.06869,48582.37961,25.0,90.0
1098.441,0.11506,2422.69113,0.06879,0.06879,48574.35934,25.0,90.0
1099.678,0.11516,2423.47949,0.06889,0.06889,48590.1653,25.0,90.0
1100.881,0.11526,2423.25754,0.06899,0.06899,48585.71697,25.0,90.0
1102.105,0.11536,2423.04063,0.06909,0.06909,48581.36601,25.0,90.0
1103.301,0.11546,2423.79168,0.06919,0.06919,48596.42394,25.0,90.0
1104.528,0.11557,2423.53175,0.06929,0.06929,48591.21431,25.0,90.0
1105.735,0.11567,2423.37609,0.06939,0.06939,48588.09384,25.0,90.0
1106.996,0.11577,2423.09508,0.06949,0.06949,48582.45928,25.0,90.0
1108.231,0.11587,2423.97346,0.06959,0.06959,48600.07113,25.0,90.0
1109.458,0.11598,2424.00859,0.06969,0.06969,48600.7749,25.0,90.0
1110.628,0.11607,2423.829,0.06979,0.06979,48597.17197,25.0,90.0
1111.874,0.11618,2423.9447,0.06989,0.06989,48599.49573,25.0,90.0
1113.084,0.11628,2423.99212,0.06999,0.06999,48600.44293,25.0,90.0
1114.294,0.11638,2423.54821,0.07009,0.07009,48591.54627,25.0,90.0
1115.487,0.11648,2424.02242,0.07019,0.07019,48601.05375,25.0,90.0
1116.728,0.11658,2423.81912,0.07029,0.07029,48596.97722,25.0,90.0
1117.926,0.11668,2423.8481,0.07039,0.07039,48597.55705,25.0,90.0
1119.203,0.11679,2423.28147,0.07049,0.07049,48586.195,25.0,90.0
1120.396,0.11689,2424.038,0.07059,0.07059,48601.36358,25.0,90.0
1121.62,0.11699,2423.65096,0.07069,0.07069,48593.60445,25.0,90.0
1122.817,0.11709,2424.20639,0.07079,0.07079,48604.74077,25.0,90.0
1124.045,0.11719,2423.85513,0.07089,0.07089,48597.69869,25.0,90.0
1125.241,0.11729,2424.49596,0.07099,0.07099,48610.54795,25.0,90.0
1126.445,0.11739,2423.8503,0.07109,0.07109,48597.60131,25.0,90.0
1127.639,0.11749,2424.4525,0.07119,0.07119,48609.67599,25.0,90.0
1128.862,0.11759,2423.8784,0.07129,0.07129,48598.16344,25.0,90.0
1130.063,0.11769,2424.17412,0.07139,0.07139,48604.09455,25.0,90.0
1131.354,0.1178,2423.53372,0.07149,0.07149,48591.25414,25.0,90.0
1132.523,0.1179,2424.04481,0.07159,0.07159,48601.5008,25.0,90.0
1133.745,0.118,2423.975,0.07169,0.07169,48600.10212,25.0,90.0
1134.976,0.1181,2424.402,0.07179,0.07179,48608.66239,25.0,90.0
1136.163,0.1182,2423.72428,0.07189,0.07189,48595.07395,25.0,90.0
1137.405,0.11831,2424.06303,0.07199,0.07199,48601.86817,25.0,90.0
1138.607,0.11841,2424.15963,0.07209,0.07209,48603.80242,25.0,90.0
1139.838,0.11851,2423.76226,0.07219,0.07219,48595.83526,25.0,90.0
1141.074,0.11861,2423.98729,0.07229,0.07229,48600.34556,25.0,90.0
1142.303,0.11871,2424.50628,0.07239,0.07239,48610.75155,25.0,90.0
1143.541,0.11882,2424.06654,0.07249,0.07249,48601.93456,25.0,90.0
1144.743,0.11892,2423.98356,0.07259,0.07259,48600.27474,25.0,90.0
1145.916,0.11902,2424.04261,0.07269,0.07269,48601.45653,25.0,90.0
1147.131,0.11912,2423.68498,0.07279,0.07279,48594.28609,25.0,90.0
1148.332,0.11922,2424.6986,0.07289,0.07289,48614.6112,25.0,90.0
1149.547,0.11932,2424.27138,0.07299,0.07299,48606.04208,25.0,90.0
1150.796,0.11942,2424.21056,0.07309,0.07309,48604.82487,25.0,90.0
1152.049,0.11953,2423.98466,0.07319,0.07319,48600.29687,25.0,90.0
1153.271,0.11963,2423.89838,0.07329,0.07329,48598.56623,25.0,90.0
