Time (s),Displacement (in),Load (lbs),Gauge Strain (in/in),Hybrid Strain (in/in),Engineering Stress (psi),Temp (C),Angle (deg)
706.151,0.06051,2319.79296,0.02908,0.02908,46511.27648,25.0,0.0
707.815,0.06065,2320.55323,0.02918,0.02918,46526.52032,25.0,0.0
709.475,0.06078,2320.70823,0.02928,0.02928,46529.62751,25.0,0.0
711.17,0.06093,2321.52799,0.02938,0.02938,46546.06199,25.0,0.0
712.815,0.06106,2321.58683,0.02948,0.02948,46547.24378,25.0,0.0
714.438,0.0612,2321.57892,0.02958,0.02958,46547.08444,25.0,0.0
716.071,0.06133,2321.63644,0.02968,0.02968,46548.23968,25.0,0.0
717.772,0.06148,2322.65313,0.02978,0.02978,46568.62233,25.0,0.0
719.378,0.06161,2322.65159,0.02988,0.02988,46568.59135,25.0,0.0
721.13,0.06175,2322.60417,0.02998,0.02998,46567.63971,25.0,0.0
722.787,0.06189,2323.0617,0.03008,0.03008,46576.81523,25.0,0.0
724.592,0.06204,2323.23294,0.03018,0.03018,46580.24553,25.0,0.0
726.297,0.06219,2324.46302,0.03029,0.03029,46604.90832,25.0,0.0
727.976,0.06233,2324.81011,0.03039,0.03039,46611.87073,25.0,0.0
729.645,0.06246,2324.85973,0.03049,0.03049,46612.8622,25.0,0.0
731.285,0.0626,2325.51857,0.03059,0.03059,46626.07441,25.0,0.0
732.922,0.06274,2325.17016,0.03069,0.03069,46619.08986,25.0,0.0
734.576,0.06288,2325.45951,0.03079,0.03079,46624.88819,25.0,0.0
736.196,0.06301,2325.68125,0.03089,0.03089,46629.33652,25.0,0.0
737.91,0.06315,2326.25512,0.03099,0.03099,46640.84021,25.0,0.0
739.526,0.06329,2326.31198,0.03109,0.03109,46641.98217,25.0,0.0
741.191,0.06343,2326.41912,0.03119,0.03119,46644.12888,25.0,0.0
742.792,0.06356,2327.73921,0.03129,0.03129,46670.59756,25.0,0.0
744.399,0.06369,2327.41671,0.03139,0.03139,46664.13088,25.0,0.0
746.065,0.06383,2327.70409,0.03149,0.03149,46669.89379,25.0,0.0
747.715,0.06397,2328.04262,0.03159,0.03159,46676.67915,25.0,0.0
749.328,0.0641,2327.88345,0.03169,0.03169,46673.48786,25.0,0.0
750.96,0.06424,2328.59871,0.03179,0.03179,46687.82875,25.0,0.0
752.541,0.06437,2328.69377,0.03189,0.03189,46689.73644,25.0,0.0
754.179,0.06451,2328.92231,0.03199,0.03199,46694.31756,25.0,0.0
755.766,0.06464,2329.76579,0.03209,0.03209,46711.23007,25.0,0.0
757.404,0.06478,2329.55591,0.03219,0.03219,46707.02076,25.0,0.0
759.052,0.06492,2330.14186,0.03229,0.03229,46718.76789,25.0,0.0
760.63,0.06505,2330.50871,0.03239,0.03239,46726.12424,25.0,0.0
762.255,0.06518,2331.11025,0.03249,0.03249,46738.18563,25.0,0.0
763.831,0.06531,2330.56755,0.03259,0.03259,46727.30603,25.0,0.0
765.485,0.06545,2330.80926,0.03269,0.03269,46732.15272,25.0,0.0
767.061,0.06558,2331.86744,0.03279,0.03279,46753.3675,25.0,0.0
768.754,0.06572,2331.90389,0.03289,0.03289,46754.09782,25.0,0.0
770.365,0.06586,2332.09247,0.03299,0.03299,46757.8778,25.0,0.0
771.976,0.06599,2332.12826,0.03309,0.03309,46758.59484,25.0,0.0
773.518,0.06612,2332.43934,0.03319,0.03319,46764.83578,25.0,0.0
775.154,0.06626,2333.13682,0.03329,0.03329,46778.81815,25.0,0.0
776.729,0.06639,2333.15373,0.03339,0.03339,46779.15897,25.0,0.0
778.372,0.06652,2333.39259,0.03349,0.03349,46783.94811,25.0,0.0
779.92,0.06666,2333.53046,0.03359,0.03359,46786.71006,25.0,0.0
781.572,0.06679,2333.88985,0.03369,0.03369,46793.91592,25.0,0.0
783.187,0.06693,2334.29402,0.03379,0.03379,46802.02029,25.0,0.0
784.831,0.06706,2334.57635,0.03389,0.03389,46807.6814,25.0,0.0
786.404,0.06719,2334.69578,0.03399,0.03399,46810.07597,25.0,0.0
787.982,0.06733,2335.59435,0.03409,0.03409,46828.09061,25.0,0.0
789.569,0.06746,2335.07075,0.03419,0.03419,46817.59166,25.0,0.0
791.165,0.06759,2335.2848,0.03429,0.03429,46821.88508,25.0,0.0
792.706,0.06772,2336.1162,0.03439,0.03439,46838.55414,25.0,0.0
794.329,0.06785,2336.29974,0.03449,0.03449,46842.23232,25.0,0.0
795.881,0.06799,2336.99831,0.03459,0.03459,46856.24124,25.0,0.0
797.539,0.06812,2336.3926,0.03469,0.03469,46844.09575,25.0,0.0
799.091,0.06825,2336.58755,0.03479,0.03479,46848.00408,25.0,0.0
800.655,0.06838,2337.27493,0.03489,0.03489,46861.78727,25.0,0.0
802.226,0.06851,2337.72982,0.03499,0.03499,46870.90524,25.0,0.0
803.779,0.06864,2337.45495,0.03509,0.03509,46865.39462,25.0,0.0
805.288,0.06877,2338.0655,0.03519,0.03519,46877.63749,25.0,0.0
806.899,0.0689,2338.50721,0.03529,0.03529,46886.49432,25.0,0.0
808.448,0.06903,2339.18691,0.03539,0.03539,46900.12259,25.0,0.0
809.998,0.06916,2338.92609,0.03549,0.03549,46894.89082,25.0,0.0
811.493,0.06929,2339.59503,0.03559,0.03559,46908.30221,25.0,0.0
813.115,0.06942,2339.26221,0.03569,0.03569,46901.63192,25.0,0.0
814.658,0.06955,2339.87363,0.03579,0.03579,46913.88807,25.0,0.0
816.258,0.06968,2339.57374,0.03589,0.03589,46907.87729,25.0,0.0
817.79,0.06981,2339.73115,0.03599,0.03599,46911.03317,25.0,0.0
819.352,0.06994,2340.50041,0.03609,0.03609,46926.45405,25.0,0.0
820.878,0.07007,2340.87583,0.03619,0.03619,46933.98302,25.0,0.0
822.408,0.07019,2340.97286,0.03629,0.03629,46935.93055,25.0,0.0
823.965,0.07033,2341.5564,0.03639,0.03639,46947.62899,25.0,0.0
825.533,0.07045,2340.64421,0.03649,0.03649,46929.33994,25.0,0.0
827.125,0.07059,2341.53269,0.03659,0.03659,46947.15096,25.0,0.0
828.592,0.07071,2341.51008,0.03669,0.03669,46946.69949,25.0,0.0
830.144,0.07084,2341.34937,0.03679,0.03679,46943.47722,25.0,0.0
831.66,0.07097,2341.90657,0.03689,0.03689,46954.64895,25.0,0.0
833.213,0.0711,2341.79614,0.03699,0.03699,46952.43585,25.0,0.0
834.746,0.07122,2342.05827,0.03709,0.03709,46957.68975,25.0,0.0
836.274,0.07135,2342.60075,0.03719,0.03719,46968.56935,25.0,0.0
837.847,0.07148,2343.35136,0.03729,0.03729,46983.61843,25.0,0.0
839.462,0.07162,2343.37265,0.03739,0.03739,46984.04334,25.0,0.0
841.015,0.07175,2343.82535,0.03749,0.03749,46993.12148,25.0,0.0
842.58,0.07188,2343.52787,0.03759,0.03759,46987.15496,25.0,0.0
844.094,0.072,2344.14346,0.03769,0.03769,46999.49963,25.0,0.0
845.688,0.07214,2344.23457,0.03779,0.03779,47001.32323,25.0,0.0
847.179,0.07226,2344.31448,0.03789,0.03789,47002.92551,25.0,0.0
848.722,0.07239,2344.9079,0.03799,0.03799,47014.82314,25.0,0.0
850.289,0.07252,2344.18056,0.03809,0.03809,47000.24323,25.0,0.0
851.864,0.07265,2345.46158,0.03819,0.03819,47025.92847,25.0,0.0
853.46,0.07278,2344.98276,0.03829,0.03829,47016.32805,25.0,0.0
855.044,0.07291,2345.52832,0.03839,0.03839,47027.26519,25.0,0.0
856.586,0.07304,2345.31163,0.03849,0.03849,47022.91866,25.0,0.0
858.161,0.07317,2346.18386,0.03859,0.03859,47040.40657,25.0,0.0
859.717,0.0733,2346.30461,0.03869,0.03869,47042.82771,25.0,0.0
861.298,0.07344,2346.14193,0.03879,0.03879,47039.5656,25.0,0.0
862.906,0.07357,2346.37508,0.03889,0.03889,47044.24409,25.0,0.0
864.487,0.0737,2346.77487,0.03899,0.03899,47052.25551,25.0,0.0
866.097,0.07384,2346.57047,0.03909,0.03909,47048.16128,25.0,0.0
867.73,0.07397,2347.4258,0.03919,0.03919,47065.30838,25.0,0.0
869.264,0.0741,2347.49035,0.03929,0.03929,47066.60083,25.0,0.0
870.872,0.07423,2347.81812,0.03939,0.03939,47073.17373,25.0,0.0
872.44,0.07437,2348.33316,0.03949,0.03949,47083.50006,25.0,0.0
874.037,0.0745,2347.71735,0.03959,0.03959,47071.15539,25.0,0.0
875.609,0.07463,2348.58673,0.03969,0.03969,47088.58576,25.0,0.0
877.137,0.07476,2348.56917,0.03979,0.03979,47088.23167,25.0,0.0
878.747,0.07489,2348.5167,0.03989,0.03989,47087.18266,25.0,0.0
880.325,0.07502,2348.55863,0.03999,0.03999,47088.01921,25.0,0.0
881.986,0.07516,2348.46049,0.04009,0.04009,47086.05398,25.0,0.0
883.506,0.07529,2348.83657,0.04019,0.04019,47093.59179,25.0,0.0
885.018,0.07541,2349.65303,0.04029,0.04029,47109.96431,25.0,0.0
886.582,0.07554,2349.45567,0.04039,0.04039,47106.00729,25.0,0.0
888.17,0.07567,2349.86709,0.04049,0.04049,47114.25772,25.0,0.0
889.667,0.0758,2349.63525,0.04059,0.04059,47109.60579,25.0,0.0
891.258,0.07593,2350.34261,0.04069,0.04069,47123.79176,25.0,0.0
892.791,0.07606,2350.71363,0.04079,0.04079,47131.22777,25.0,0.0
894.417,0.07619,2350.20496,0.04089,0.04089,47121.02981,25.0,0.0
895.943,0.07632,2350.52636,0.04099,0.04099,47127.47436,25.0,0.0
897.53,0.07646,2351.49827,0.04109,0.04109,47146.95849,25.0,0.0
899.082,0.07658,2351.27939,0.04119,0.04119,47142.57213,25.0,0.0
900.655,0.07672,2351.15008,0.04129,0.04129,47139.97837,25.0,0.0
902.215,0.07684,2351.59904,0.04139,0.04139,47148.98126,25.0,0.0
903.824,0.07698,2351.4357,0.04149,0.04149,47145.70588,25.0,0.0
905.428,0.07711,2352.35908,0.04159,0.04159,47164.22067,25.0,0.0
907.131,0.07725,2351.7604,0.04169,0.04169,47152.21682,25.0,0.0
908.827,0.0774,2352.30771,0.04179,0.04179,47163.18937,25.0,0.0
910.71,0.07755,2352.16589,0.04189,0.04189,47160.34775,25.0,0.0
912.748,0.07772,2352.54262,0.04199,0.04199,47167.89884,25.0,0.0
914.693,0.07788,2352.61177,0.04209,0.04209,47169.28424,25.0,0.0
916.536,0.07804,2353.50091,0.04219,0.04219,47187.11298,25.0,0.0
918.336,0.07819,2353.69652,0.04229,0.04229,47191.03459,25.0,0.0
920.008,0.07833,2354.11145,0.04239,0.04239,47199.35585,25.0,0.0
921.765,0.07847,2353.96875,0.04249,0.04249,47196.4921,25.0,0.0
923.419,0.07861,2353.78983,0.04259,0.04259,47192.90687,25.0,0.0
925.067,0.07875,2353.93209,0.04269,0.04269,47195.75735,25.0,0.0
926.714,0.07889,2353.76414,0.04279,0.04279,47192.38901,25.0,0.0
928.404,0.07903,2354.59071,0.04289,0.04289,47208.96513,25.0,0.0
930.07,0.07917,2354.73538,0.04299,0.04299,47211.86429,25.0,0.0
931.707,0.0793,2354.77227,0.04309,0.04309,47212.60346,25.0,0.0
933.37,0.07944,2355.12682,0.04319,0.04319,47219.71194,25.0,0.0
934.994,0.07958,2354.96832,0.04329,0.04329,47216.53393,25.0,0.0
936.672,0.07972,2355.03286,0.04339,0.04339,47217.82638,25.0,0.0
938.325,0.07985,2354.99971,0.04349,0.04349,47217.16245,25.0,0.0
940.007,0.07999,2355.49324,0.04359,0.04359,47227.05943,25.0,0.0
941.689,0.08014,2355.94263,0.04369,0.04369,47236.06675,25.0,0.0
943.343,0.08027,2355.73078,0.04379,0.04379,47231.82202,25.0,0.0
944.987,0.08041,2356.15383,0.04389,0.04389,47240.30262,25.0,0.0
946.625,0.08055,2356.75823,0.04399,0.04399,47252.42156,25.0,0.0
948.271,0.08068,2356.8939,0.04409,0.04409,47255.14367,25.0,0.0
949.922,0.08082,2356.88512,0.04419,0.04419,47254.96662,25.0,0.0
951.569,0.08096,2356.93605,0.04429,0.04429,47255.98465,25.0,0.0
953.246,0.0811,2357.64078,0.04439,0.04439,47270.11751,25.0,0.0
954.846,0.08123,2356.85065,0.04449,0.04449,47254.27614,25.0,0.0
956.508,0.08137,2357.18852,0.04459,0.04459,47261.04822,25.0,0.0
958.073,0.0815,2357.92859,0.04469,0.04469,47275.88485,25.0,0.0
959.719,0.08164,2357.83243,0.04479,0.04479,47273.95945,25.0,0.0
961.306,0.08177,2357.89149,0.04489,0.04489,47275.14124,25.0,0.0
962.915,0.0819,2358.16306,0.04499,0.04499,47280.5899,25.0,0.0
964.492,0.08204,2358.62014,0.04509,0.04509,47289.75213,25.0,0.0
966.162,0.08218,2358.36789,0.04519,0.04519,47284.69298,25.0,0.0
967.765,0.08231,2358.90862,0.04529,0.04529,47295.53717,25.0,0.0
969.48,0.08245,2358.39336,0.04539,0.04539,47285.20642,25.0,0.0
971.114,0.08259,2358.23858,0.04549,0.04549,47282.10366,25.0,0.0
972.783,0.08273,2358.60807,0.04559,0.04559,47289.50869,25.0,0.0
974.385,0.08286,2358.93145,0.04569,0.04569,47295.99307,25.0,0.0
976.043,0.083,2359.05549,0.04579,0.04579,47298.4806,25.0,0.0
977.618,0.08313,2359.41839,0.04589,0.04589,47305.75727,25.0,0.0
979.255,0.08326,2359.15055,0.04599,0.04599,47300.38829,25.0,0.0
980.881,0.0834,2359.24671,0.04609,0.04609,47302.31369,25.0,0.0
982.528,0.08354,2359.30116,0.04619,0.04619,47303.40696,25.0,0.0
984.18,0.08368,2359.5376,0.04629,0.04629,47308.14742,25.0,0.0
985.833,0.08381,2360.08689,0.04639,0.04639,47319.1598,25.0,0.0
987.492,0.08395,2359.94243,0.04649,0.04649,47316.26507,25.0,0.0
989.13,0.08409,2360.52773,0.04659,0.04659,47327.99893,25.0,0.0
990.789,0.08423,2360.43969,0.04669,0.04669,47326.23287,25.0,0.0
992.411,0.08436,2361.09304,0.04679,0.04679,47339.33443,25.0,0.0
994.0,0.0845,2360.44672,0.04689,0.04689,47326.37451,25.0,0.0
995.639,0.08463,2360.70753,0.04699,0.04699,47331.60185,25.0,0.0
997.304,0.08477,2360.74266,0.04709,0.04709,47332.31005,25.0,0.0
998.916,0.0849,2361.24453,0.04719,0.04719,47342.3708,25.0,0.0
1000.565,0.08504,2361.61665,0.04729,0.04729,47349.83337,25.0,0.0
1002.151,0.08517,2361.45023,0.04739,0.04739,47346.49602,25.0,0.0
1003.795,0.08531,2362.02762,0.04749,0.04749,47358.07053,25.0,0.0
1005.408,0.08545,2361.55825,0.04759,0.04759,47348.66043,25.0,0.0
1007.065,0.08558,2361.24694,0.04769,0.04769,47342.41949,25.0,0.0
1008.664,0.08572,2362.45792,0.04779,0.04779,47366.69719,25.0,0.0
1010.293,0.08585,2362.15913,0.04789,0.04789,47360.70855,25.0,0.0
1011.885,0.08598,2362.74398,0.04799,0.04799,47372.43355,25.0,0.0
1013.51,0.08612,2362.19799,0.04809,0.04809,47361.48756,25.0,0.0
1015.129,0.08625,2362.49107,0.04819,0.04819,47367.36555,25.0,0.0
1016.727,0.08639,2362.22323,0.04829,0.04829,47361.99214,25.0,0.0
1018.295,0.08652,2362.52949,0.04839,0.04839,47368.13571,25.0,0.0
1019.908,0.08665,2363.01116,0.04849,0.04849,47377.78925,25.0,0.0
1021.444,0.08678,2363.17779,0.04859,0.04859,47381.13103,25.0,0.0
1023.06,0.08692,2363.00567,0.04869,0.04869,47377.68302,25.0,0.0
1024.549,0.08704,2362.99865,0.04879,0.04879,47377.54138,25.0,0.0
1026.151,0.08717,2363.83927,0.04889,0.04889,47394.39635,25.0,0.0
1027.764,0.08731,2362.90952,0.04899,0.04899,47375.7532,25.0,0.0
1029.34,0.08744,2362.99843,0.04909,0.04909,47377.53696,25.0,0.0
1030.864,0.08757,2363.94618,0.04919,0.04919,47396.53864,25.0,0.0
1032.412,0.08769,2364.13587,0.04929,0.04929,47400.34074,25.0,0.0
1033.966,0.08782,2364.31479,0.04939,0.04939,47403.93039,25.0,0.0
1035.516,0.08795,2364.20568,0.04949,0.04949,47401.73942,25.0,0.0
1037.027,0.08808,2364.11896,0.04959,0.04959,47400.00435,25.0,0.0
1038.588,0.08821,2364.57121,0.04969,0.04969,47409.06921,25.0,0.0
1040.158,0.08834,2364.48384,0.04979,0.04979,47407.31643,25.0,0.0
1041.835,0.08848,2364.79668,0.04989,0.04989,47413.58836,25.0,0.0
1043.296,0.0886,2363.76814,0.04999,0.04999,47392.96669,25.0,0.0
1044.868,0.08873,2364.03971,0.05009,0.05009,47398.41534,25.0,0.0
1046.421,0.08886,2364.42851,0.05019,0.05019,47406.20988,25.0,0.0
1047.969,0.08899,2364.36507,0.05029,0.05029,47404.93514,25.0,0.0
1049.505,0.08912,2364.56792,0.05039,0.05039,47409.00281,25.0,0.0
1051.045,0.08925,2364.53719,0.05049,0.05049,47408.38757,25.0,0.0
1052.599,0.08938,2364.83334,0.05059,0.05059,47414.32753,25.0,0.0
1054.186,0.08951,2365.40415,0.05069,0.05069,47425.76926,25.0,0.0
1055.767,0.08964,2364.35277,0.05079,0.05079,47404.6917,25.0,0.0
1057.319,0.08977,2364.73784,0.05089,0.05089,47412.41099,25.0,0.0
1058.824,0.0899,2365.50338,0.05099,0.05099,47427.76105,25.0,0.0
1060.34,0.09002,2365.37275,0.05109,0.05109,47425.14074,25.0,0.0
1061.9,0.09015,2365.88209,0.05119,0.05119,47435.35198,25.0,0.0
1063.437,0.09028,2365.70733,0.05129,0.05129,47431.85086,25.0,0.0
1065.031,0.09041,2365.10316,0.05139,0.05139,47419.73635,25.0,0.0
1066.577,0.09054,2365.30316,0.05149,0.05149,47423.74649,25.0,0.0
1068.126,0.09067,2365.34334,0.05159,0.05159,47424.55206,25.0,0.0
1069.704,0.0908,2366.07418,0.05169,0.05169,47439.20278,25.0,0.0
1071.242,0.09093,2366.29921,0.05179,0.05179,47443.7175,25.0,0.0
1072.738,0.09106,2365.72226,0.05189,0.05189,47432.14742,25.0,0.0
1074.209,0.09118,2366.43379,0.05199,0.05199,47446.41306,25.0,0.0
1075.68,0.0913,2365.61557,0.05209,0.05209,47430.00956,25.0,0.0
1077.23,0.09143,2366.3631,0.05219,0.05219,47444.99667,25.0,0.0
1078.679,0.09155,2366.62238,0.05229,0.05229,47450.19303,25.0,0.0
1080.229,0.09168,2366.02106,0.05239,0.05239,47438.14049,25.0,0.0
1081.706,0.0918,2366.43006,0.05249,0.05249,47446.33781,25.0,0.0
1083.249,0.09193,2366.38044,0.05259,0.05259,47445.34634,25.0,0.0
1084.714,0.09205,2366.73149,0.05269,0.05269,47452.384,25.0,0.0
1086.216,0.09218,2366.96003,0.05279,0.05279,47456.96512,25.0,0.0
1087.659,0.0923,2366.83445,0.05289,0.05289,47454.44661,25.0,0.0
1089.192,0.09243,2367.17364,0.05299,0.05299,47461.24968,25.0,0.0
1090.679,0.09255,2366.53851,0.05309,0.05309,47448.5155,25.0,0.0
1092.178,0.09268,2366.58549,0.05319,0.05319,47449.45386,25.0,0.0
1093.698,0.0928,2367.39099,0.05329,0.05329,47465.60506,25.0,0.0
1095.18,0.09293,2366.56156,0.05339,0.05339,47448.97583,25.0,0.0
1096.673,0.09305,2367.28934,0.05349,0.05349,47463.56901,25.0,0.0
1098.149,0.09317,2366.6957,0.05359,0.05359,47451.66696,25.0,0.0
1099.613,0.09329,2366.73807,0.05369,0.05369,47452.51679,25.0,0.0
1101.076,0.09342,2367.5945,0.05379,0.05379,47469.68602,25.0,0.0
1102.566,0.09354,2367.0237,0.05389,0.05389,47458.23986,25.0,0.0
1104.031,0.09366,2367.24016,0.05399,0.05399,47462.58197,25.0,0.0
1105.518,0.09379,2367.68429,0.05409,0.05409,47471.48748,25.0,0.0
1106.924,0.09391,2367.73325,0.05419,0.05419,47472.46567,25.0,0.0
1108.45,0.09403,2367.04345,0.05429,0.05429,47458.63822,25.0,0.0
1109.96,0.09416,2367.6821,0.05439,0.05439,47471.44322,25.0,0.0
1111.411,0.09428,2367.45158,0.05449,0.05449,47466.82227,25.0,0.0
1112.813,0.09439,2367.88561,0.05459,0.05459,47475.52418,25.0,0.0
1114.301,0.09452,2367.29592,0.05469,0.05469,47463.7018,25.0,0.0
1115.711,0.09464,2367.47441,0.05479,0.05479,47467.27817,25.0,0.0
1117.198,0.09476,2367.63621,0.05489,0.05489,47470.52257,25.0,0.0
1118.602,0.09488,2367.45641,0.05499,0.05499,47466.91522,25.0,0.0
1120.106,0.095,2367.71239,0.05509,0.05509,47472.04961,25.0,0.0
1121.556,0.09512,2367.42326,0.05519,0.05519,47466.25129,25.0,0.0
1123.049,0.09525,2368.40263,0.05529,0.05529,47485.89034,25.0,0.0
1124.485,0.09537,2367.48912,0.05539,0.05539,47467.57472,25.0,0.0
1125.925,0.09549,2367.64719,0.05549,0.05549,47470.74388,25.0,0.0
1127.322,0.09561,2367.6889,0.05559,0.05559,47471.58043,25.0,0.0
1128.838,0.09573,2368.34774,0.05569,0.05569,47484.78821,25.0,0.0
1130.241,0.09585,2368.30756,0.05579,0.05579,47483.98264,25.0,0.0
1131.655,0.09597,2368.4068,0.05589,0.05589,47485.97443,25.0,0.0
1133.11,0.09609,2367.99274,0.05599,0.05599,47477.67088,25.0,0.0
1134.587,0.09621,2368.00614,0.05609,0.05609,47477.94088,25.0,0.0
1136.064,0.09633,2368.07222,0.05619,0.05619,47479.26432,25.0,0.0
1137.477,0.09645,2368.14423,0.05629,0.05629,47480.70726,25.0,0.0
1138.858,0.09657,2368.61404,0.05639,0.05639,47490.12621,25.0,0.0
1140.335,0.09669,2367.87749,0.05649,0.05649,47475.36041,25.0,0.0
1141.705,0.0968,2367.82304,0.05659,0.05659,47474.26714,25.0,0.0
1143.131,0.09692,2368.0147,0.05669,0.05669,47478.10908,25.0,0.0
1144.553,0.09704,2368.03973,0.05679,0.05679,47478.61366,25.0,0.0
1145.979,0.09716,2368.30471,0.05689,0.05689,47483.9251,25.0,0.0
1147.378,0.09728,2368.12491,0.05699,0.05699,47480.32218,25.0,0.0
1148.824,0.0974,2368.5181,0.05709,0.05709,47488.20524,25.0,0.0
1150.224,0.09751,2368.42985,0.05719,0.05719,47486.43476,25.0,0.0
1151.622,0.09763,2368.32557,0.0573,0.0573,47484.34559,25.0,0.0
1153.057,0.09775,2368.52579,0.0574,0.0574,47488.36016,25.0,0.0
1154.465,0.09787,2368.57101,0.0575,0.0575,47489.2631,25.0,0.0
1155.872,0.09798,2368.47222,0.0576,0.0576,47487.28459,25.0,0.0
1157.29,0.0981,2368.4529,0.0577,0.0577,47486.89508,25.0,0.0
1158.713,0.09822,2368.65093,0.0578,0.0578,47490.86539,25.0,0.0
1160.137,0.09834,2368.70932,0.0579,0.0579,47492.03833,25.0,0.0
1161.56,0.09846,2368.87134,0.058,0.058,47495.28716,25.0,0.0
1162.899,0.09857,2368.64763,0.0581,0.0581,47490.79899,25.0,0.0
1164.307,0.09868,2368.73172,0.0582,0.0582,47492.48538,25.0,0.0
1165.663,0.0988,2368.16816,0.0583,0.0583,47481.18971,25.0,0.0
1167.098,0.09892,2368.39516,0.0584,0.0584,47485.73985,25.0,0.0
1168.504,0.09904,2367.95147,0.0585,0.0585,47476.84318,25.0,0.0
1169.915,0.09915,2368.0709,0.0586,0.0586,47479.23776,25.0,0.0
1171.282,0.09927,2369.01426,0.0587,0.0587,47498.15091,25.0,0.0
1172.716,0.09939,2368.00789,0.0588,0.0588,47477.97629,25.0,0.0
1174.093,0.0995,2369.01273,0.0589,0.0589,47498.11993,25.0,0.0
1175.492,0.09962,2368.63402,0.059,0.059,47490.52899,25.0,0.0
1176.885,0.09973,2368.15872,0.0591,0.0591,47480.99939,25.0,0.0
1178.27,0.09985,2368.08693,0.0592,0.0592,47479.56087,25.0,0.0
1179.614,0.09996,2368.69264,0.0593,0.0593,47491.70194,25.0,0.0
