Time (s),Displacement (in),Load (lbs),Gauge Strain (in/in),Hybrid Strain (in/in),Engineering Stress (psi),Temp (C),Angle (deg)
816.62,0.07406,2271.82,0.04293,0.04293,46281.15,25.0,45.0
817.898,0.07417,2272.5,0.04303,0.04303,46294.97,25.0,45.0
819.221,0.07428,2272.62,0.04313,0.04313,46297.36,25.0,45.0
820.48,0.07438,2273.0,0.04323,0.04323,46305.16,25.0,45.0
821.866,0.0745,2272.4,0.04333,0.04333,46292.91,25.0,45.0
823.155,0.07461,2273.55,0.04343,0.04343,46316.35,25.0,45.0
824.457,0.07471,2273.23,0.04353,0.04353,46309.96,25.0,45.0
825.767,0.07482,2273.28,0.04363,0.04363,46310.84,25.0,45.0
827.087,0.07493,2274.4,0.04373,0.04373,46333.71,25.0,45.0
828.331,0.07504,2274.67,0.04383,0.04383,46339.13,25.0,45.0
829.652,0.07515,2274.04,0.04393,0.04393,46326.29,25.0,45.0
830.939,0.07525,2274.94,0.04403,0.04403,46344.71,25.0,45.0
832.265,0.07537,2274.76,0.04413,0.04413,46341.05,25.0,45.0
833.575,0.07547,2274.45,0.04423,0.04423,46334.82,25.0,45.0
834.856,0.07558,2275.34,0.04433,0.04433,46352.78,25.0,45.0
836.127,0.07569,2275.75,0.04443,0.04443,46361.15,25.0,45.0
837.443,0.07579,2275.29,0.04453,0.04453,46351.84,25.0,45.0
838.788,0.07591,2275.58,0.04463,0.04463,46357.83,25.0,45.0
840.027,0.07601,2275.79,0.04473,0.04473,46362.04,25.0,45.0
841.396,0.07612,2275.76,0.04483,0.04483,46361.4,25.0,45.0
842.674,0.07623,2276.88,0.04493,0.04493,46384.2,25.0,45.0
844.052,0.07635,2276.89,0.04503,0.04503,46384.35,25.0,45.0
845.324,0.07645,2276.32,0.04513,0.04513,46372.77,25.0,45.0
846.651,0.07656,2277.53,0.04523,0.04523,46397.51,25.0,45.0
847.926,0.07667,2277.0,0.04533,0.04533,46386.63,25.0,45.0
849.251,0.07678,2278.0,0.04543,0.04543,46406.99,25.0,45.0
850.541,0.07689,2277.42,0.04553,0.04553,46395.27,25.0,45.0
851.855,0.077,2277.98,0.04563,0.04563,46406.64,25.0,45.0
853.141,0.07711,2277.96,0.04573,0.04573,46406.31,25.0,45.0
854.495,0.07722,2277.97,0.04583,0.04583,46406.38,25.0,45.0
855.842,0.07733,2278.44,0.04593,0.04593,46416.05,25.0,45.0
857.173,0.07744,2279.19,0.04603,0.04603,46431.31,25.0,45.0
858.488,0.07755,2279.12,0.04613,0.04613,46429.84,25.0,45.0
859.808,0.07766,2278.85,0.04623,0.04623,46424.26,25.0,45.0
861.082,0.07777,2279.76,0.04633,0.04633,46442.98,25.0,45.0
862.416,0.07788,2279.6,0.04643,0.04643,46439.7,25.0,45.0
863.737,0.07799,2279.5,0.04653,0.04653,46437.52,25.0,45.0
865.079,0.0781,2279.74,0.04663,0.04663,46442.44,25.0,45.0
866.371,0.07821,2280.08,0.04673,0.04673,46449.4,25.0,45.0
867.74,0.07832,2280.47,0.04683,0.04683,46457.26,25.0,45.0
869.078,0.07843,2280.41,0.04693,0.04693,46456.09,25.0,45.0
870.42,0.07854,2280.5,0.04703,0.04703,46457.91,25.0,45.0
871.692,0.07865,2281.0,0.04713,0.04713,46468.23,25.0,45.0
873.017,0.07876,2280.96,0.04723,0.04723,46467.36,25.0,45.0
874.337,0.07887,2281.88,0.04733,0.04733,46486.1,25.0,45.0
875.696,0.07898,2282.18,0.04743,0.04743,46492.12,25.0,45.0
876.981,0.07909,2281.42,0.04753,0.04753,46476.61,25.0,45.0
878.321,0.0792,2281.61,0.04763,0.04763,46480.62,25.0,45.0
879.625,0.07931,2282.74,0.04773,0.04773,46503.66,25.0,45.0
880.934,0.07942,2282.2,0.04783,0.04783,46492.55,25.0,45.0
882.273,0.07953,2282.17,0.04793,0.04793,46492.02,25.0,45.0
883.623,0.07964,2282.99,0.04803,0.04803,46508.64,25.0,45.0
884.97,0.07976,2283.37,0.04813,0.04813,46516.49,25.0,45.0
886.338,0.07987,2283.07,0.04823,0.04823,46510.39,25.0,45.0
887.684,0.07998,2283.74,0.04833,0.04833,46524.06,25.0,45.0
889.002,0.08009,2283.76,0.04843,0.04843,46524.4,25.0,45.0
890.39,0.08021,2284.16,0.04853,0.04853,46532.56,25.0,45.0
891.704,0.08032,2283.75,0.04863,0.04863,46524.12,25.0,45.0
893.069,0.08043,2284.13,0.04873,0.04873,46531.93,25.0,45.0
894.42,0.08054,2284.07,0.04883,0.04883,46530.67,25.0,45.0
895.766,0.08066,2284.36,0.04893,0.04893,46536.51,25.0,45.0
897.068,0.08077,2285.17,0.04903,0.04903,46553.15,25.0,45.0
898.454,0.08088,2285.37,0.04913,0.04913,46557.24,25.0,45.0
899.817,0.08099,2285.55,0.04923,0.04923,46560.83,25.0,45.0
901.227,0.08111,2285.05,0.04933,0.04933,46550.63,25.0,45.0
902.575,0.08122,2285.27,0.04943,0.04943,46555.19,25.0,45.0
904.025,0.08134,2286.17,0.04953,0.04953,46573.4,25.0,45.0
905.365,0.08146,2286.0,0.04963,0.04963,46570.01,25.0,45.0
906.803,0.08158,2285.74,0.04973,0.04973,46564.8,25.0,45.0
908.192,0.08169,2286.08,0.04983,0.04983,46571.69,25.0,45.0
909.611,0.08181,2287.01,0.04993,0.04993,46590.52,25.0,45.0
911.019,0.08193,2286.33,0.05003,0.05003,46576.81,25.0,45.0
912.458,0.08205,2287.59,0.05013,0.05013,46602.45,25.0,45.0
913.841,0.08216,2287.24,0.05023,0.05023,46595.18,25.0,45.0
915.329,0.08229,2287.84,0.05033,0.05033,46607.46,25.0,45.0
916.773,0.08241,2287.85,0.05043,0.05043,46607.75,25.0,45.0
918.286,0.08253,2288.02,0.05053,0.05053,46611.22,25.0,45.0
919.67,0.08265,2288.51,0.05063,0.05063,46621.22,25.0,45.0
921.14,0.08277,2288.5,0.05073,0.05073,46620.96,25.0,45.0
922.646,0.0829,2288.71,0.05083,0.05083,46625.23,25.0,45.0
924.142,0.08302,2288.76,0.05093,0.05093,46626.33,25.0,45.0
925.617,0.08314,2289.01,0.05103,0.05103,46631.39,25.0,45.0
927.179,0.08327,2288.96,0.05113,0.05113,46630.28,25.0,45.0
928.679,0.0834,2289.49,0.05123,0.05123,46641.2,25.0,45.0
930.238,0.08353,2288.72,0.05133,0.05133,46625.41,25.0,45.0
931.693,0.08365,2290.01,0.05143,0.05143,46651.72,25.0,45.0
933.148,0.08377,2289.71,0.05153,0.05153,46645.51,25.0,45.0
934.624,0.08389,2289.58,0.05163,0.05163,46643.0,25.0,45.0
936.091,0.08402,2289.7,0.05173,0.05173,46645.31,25.0,45.0
937.568,0.08414,2290.04,0.05183,0.05183,46652.3,25.0,45.0
939.055,0.08426,2289.99,0.05193,0.05193,46651.34,25.0,45.0
940.534,0.08439,2290.39,0.05203,0.05203,46659.46,25.0,45.0
941.978,0.08451,2291.35,0.05213,0.05213,46678.99,25.0,45.0
943.548,0.08464,2290.97,0.05223,0.05223,46671.3,25.0,45.0
944.989,0.08476,2290.76,0.05233,0.05233,46667.05,25.0,45.0
946.518,0.08488,2291.16,0.05243,0.05243,46675.08,25.0,45.0
947.964,0.08501,2291.36,0.05253,0.05253,46679.26,25.0,45.0
949.427,0.08513,2292.29,0.05263,0.05263,46698.08,25.0,45.0
950.922,0.08525,2292.4,0.05274,0.05274,46700.48,25.0,45.0
952.423,0.08538,2292.68,0.05284,0.05284,46706.06,25.0,45.0
953.931,0.0855,2292.73,0.05294,0.05294,46707.11,25.0,45.0
955.546,0.08564,2292.77,0.05304,0.05304,46708.03,25.0,45.0
957.061,0.08577,2292.61,0.05314,0.05314,46704.6,25.0,45.0
958.639,0.08589,2293.05,0.05324,0.05324,46713.53,25.0,45.0
960.262,0.08603,2292.83,0.05334,0.05334,46709.24,25.0,45.0
961.881,0.08617,2292.93,0.05344,0.05344,46711.14,25.0,45.0
963.589,0.08631,2293.12,0.05354,0.05354,46715.12,25.0,45.0
965.307,0.08645,2293.56,0.05364,0.05364,46724.09,25.0,45.0
966.96,0.08659,2293.27,0.05374,0.05374,46718.19,25.0,45.0
968.63,0.08673,2294.7,0.05384,0.05384,46747.16,25.0,45.0
970.245,0.08686,2294.7,0.05394,0.05394,46747.23,25.0,45.0
971.893,0.087,2293.95,0.05404,0.05404,46731.96,25.0,45.0
973.395,0.08713,2294.33,0.05414,0.05414,46739.71,25.0,45.0
974.919,0.08725,2294.82,0.05424,0.05424,46749.72,25.0,45.0
976.378,0.08737,2294.88,0.05434,0.05434,46750.91,25.0,45.0
977.867,0.0875,2295.1,0.05444,0.05444,46755.39,25.0,45.0
979.296,0.08762,2294.71,0.05454,0.05454,46747.37,25.0,45.0
980.781,0.08774,2295.13,0.05464,0.05464,46755.99,25.0,45.0
982.201,0.08786,2295.95,0.05474,0.05474,46772.68,25.0,45.0
983.628,0.08798,2295.53,0.05484,0.05484,46764.16,25.0,45.0
985.021,0.08809,2296.34,0.05494,0.05494,46780.56,25.0,45.0
986.421,0.08821,2295.52,0.05504,0.05504,46763.9,25.0,45.0
987.833,0.08833,2296.51,0.05514,0.05514,46784.2,25.0,45.0
989.245,0.08845,2295.68,0.05524,0.05524,46767.29,25.0,45.0
990.658,0.08856,2296.54,0.05534,0.05534,46784.75,25.0,45.0
992.054,0.08868,2296.3,0.05544,0.05544,46779.88,25.0,45.0
993.477,0.0888,2297.04,0.05554,0.05554,46795.0,25.0,45.0
994.822,0.08891,2296.68,0.05564,0.05564,46787.56,25.0,45.0
996.253,0.08903,2296.6,0.05574,0.05574,46785.98,25.0,45.0
997.645,0.08915,2297.07,0.05584,0.05584,46795.55,25.0,45.0
999.051,0.08926,2297.44,0.05594,0.05594,46803.1,25.0,45.0
1000.38,0.08937,2297.76,0.05604,0.05604,46809.68,25.0,45.0
1001.76,0.08949,2297.96,0.05614,0.05614,46813.72,25.0,45.0
1003.16,0.08961,2297.36,0.05624,0.05624,46801.4,25.0,45.0
1004.56,0.08972,2298.28,0.05634,0.05634,46820.14,25.0,45.0
1005.84,0.08983,2297.88,0.05644,0.05644,46811.97,25.0,45.0
1007.24,0.08994,2298.3,0.05654,0.05654,46820.66,25.0,45.0
1008.6,0.09006,2298.76,0.05664,0.05664,46830.04,25.0,45.0
1010.03,0.09018,2298.67,0.05674,0.05674,46828.21,25.0,45.0
1011.35,0.09029,2298.26,0.05684,0.05684,46819.81,25.0,45.0
1012.74,0.0904,2299.06,0.05694,0.05694,46836.13,25.0,45.0
1014.04,0.09051,2298.84,0.05704,0.05704,46831.63,25.0,45.0
1015.42,0.09063,2299.19,0.05714,0.05714,46838.8,25.0,45.0
1016.75,0.09074,2299.61,0.05724,0.05724,46847.19,25.0,45.0
1018.09,0.09085,2299.79,0.05734,0.05734,46850.9,25.0,45.0
1019.49,0.09097,2298.73,0.05744,0.05744,46829.43,25.0,45.0
1020.92,0.09109,2299.72,0.05754,0.05754,46849.45,25.0,45.0
1022.27,0.0912,2299.87,0.05764,0.05764,46852.59,25.0,45.0
1023.66,0.09131,2299.06,0.05774,0.05774,46836.12,25.0,45.0
1024.97,0.09142,2299.99,0.05784,0.05784,46855.06,25.0,45.0
1026.35,0.09154,2299.52,0.05794,0.05794,46845.41,25.0,45.0
1027.67,0.09165,2299.68,0.05804,0.05804,46848.79,25.0,45.0
1029.0,0.09176,2300.7,0.05814,0.05814,46869.58,25.0,45.0
1030.36,0.09187,2300.53,0.05824,0.05824,46865.99,25.0,45.0
1031.73,0.09199,2299.88,0.05834,0.05834,46852.69,25.0,45.0
1033.03,0.0921,2300.99,0.05844,0.05844,46875.37,25.0,45.0
1034.38,0.09221,2301.01,0.05854,0.05854,46875.89,25.0,45.0
1035.73,0.09232,2300.75,0.05864,0.05864,46870.5,25.0,45.0
1037.07,0.09243,2301.31,0.05874,0.05874,46881.84,25.0,45.0
1038.43,0.09255,2300.75,0.05884,0.05884,46870.44,25.0,45.0
1039.74,0.09265,2301.01,0.05894,0.05894,46875.7,25.0,45.0
1041.06,0.09276,2301.79,0.05904,0.05904,46891.66,25.0,45.0
1042.38,0.09288,2301.59,0.05914,0.05914,46887.57,25.0,45.0
1043.75,0.09299,2301.76,0.05924,0.05924,46891.05,25.0,45.0
1045.07,0.0931,2301.77,0.05934,0.05934,46891.19,25.0,45.0
1046.41,0.09321,2301.66,0.05944,0.05944,46889.02,25.0,45.0
1047.72,0.09332,2301.45,0.05954,0.05954,46884.83,25.0,45.0
1049.05,0.09343,2302.1,0.05964,0.05964,46897.97,25.0,45.0
1050.32,0.09354,2301.83,0.05974,0.05974,46892.51,25.0,45.0
1051.65,0.09365,2301.68,0.05984,0.05984,46889.42,25.0,45.0
1052.92,0.09375,2302.27,0.05994,0.05994,46901.41,25.0,45.0
1054.25,0.09387,2302.21,0.06004,0.06004,46900.19,25.0,45.0
1055.62,0.09398,2302.5,0.06014,0.06014,46906.17,25.0,45.0
1056.97,0.09409,2303.13,0.06024,0.06024,46918.95,25.0,45.0
1058.26,0.0942,2302.41,0.06034,0.06034,46904.24,25.0,45.0
1059.6,0.09431,2302.37,0.06044,0.06044,46903.57,25.0,45.0
1060.87,0.09441,2302.81,0.06054,0.06054,46912.53,25.0,45.0
1062.21,0.09453,2302.87,0.06064,0.06064,46913.76,25.0,45.0
1063.49,0.09463,2302.91,0.06074,0.06074,46914.41,25.0,45.0
1064.83,0.09475,2303.43,0.06084,0.06084,46925.19,25.0,45.0
1066.13,0.09485,2303.05,0.06094,0.06094,46917.31,25.0,45.0
1067.47,0.09496,2302.8,0.06104,0.06104,46912.32,25.0,45.0
1068.79,0.09507,2302.93,0.06114,0.06114,46914.95,25.0,45.0
1070.09,0.09518,2303.41,0.06124,0.06124,46924.63,25.0,45.0
1071.37,0.09529,2303.21,0.06134,0.06134,46920.69,25.0,45.0
1072.7,0.0954,2303.5,0.06144,0.06144,46926.5,25.0,45.0
1073.99,0.09551,2303.43,0.06154,0.06154,46925.06,25.0,45.0
1075.29,0.09562,2304.1,0.06164,0.06164,46938.75,25.0,45.0
1076.61,0.09573,2304.17,0.06174,0.06174,46940.18,25.0,45.0
1077.91,0.09584,2304.23,0.06184,0.06184,46941.34,25.0,45.0
1079.19,0.09594,2303.67,0.06194,0.06194,46930.08,25.0,45.0
1080.51,0.09605,2304.33,0.06204,0.06204,46943.46,25.0,45.0
1081.81,0.09616,2304.5,0.06214,0.06214,46946.89,25.0,45.0
1083.16,0.09627,2304.68,0.06224,0.06224,46950.61,25.0,45.0
1084.46,0.09638,2304.3,0.06234,0.06234,46942.87,25.0,45.0
1085.73,0.09649,2304.54,0.06244,0.06244,46947.78,25.0,45.0
1087.03,0.0966,2305.11,0.06254,0.06254,46959.33,25.0,45.0
1088.35,0.0967,2304.67,0.06264,0.06264,46950.43,25.0,45.0
1089.66,0.09682,2304.86,0.06274,0.06274,46954.23,25.0,45.0
1090.94,0.09692,2304.68,0.06284,0.06284,46950.63,25.0,45.0
1092.28,0.09703,2304.51,0.06294,0.06294,46947.17,25.0,45.0
1093.53,0.09714,2305.09,0.06304,0.06304,46958.9,25.0,45.0
1094.8,0.09724,2304.76,0.06314,0.06314,46952.14,25.0,45.0
1096.09,0.09735,2305.15,0.06324,0.06324,46960.08,25.0,45.0
1097.34,0.09745,2304.99,0.06334,0.06334,46956.82,25.0,45.0
1098.59,0.09756,2305.78,0.06344,0.06344,46972.88,25.0,45.0
1099.89,0.09767,2305.25,0.06354,0.06354,46962.24,25.0,45.0
1101.18,0.09777,2305.07,0.06364,0.06364,46958.57,25.0,45.0
1102.51,0.09789,2305.22,0.06374,0.06374,46961.58,25.0,45.0
1103.78,0.09799,2305.48,0.06384,0.06384,46966.8,25.0,45.0
1105.06,0.0981,2305.7,0.06394,0.06394,46971.38,25.0,45.0
1106.32,0.0982,2305.72,0.06404,0.06404,46971.8,25.0,45.0
1107.62,0.09831,2306.02,0.06414,0.06414,46977.94,25.0,45.0
1108.86,0.09841,2305.66,0.06424,0.06424,46970.53,25.0,45.0
1110.14,0.09852,2306.11,0.06434,0.06434,46979.62,25.0,45.0
1111.39,0.09863,2306.35,0.06444,0.06444,46984.68,25.0,45.0
1112.7,0.09873,2305.92,0.06454,0.06454,46975.89,25.0,45.0
1113.99,0.09884,2305.83,0.06464,0.06464,46973.92,25.0,45.0
1115.28,0.09895,2306.53,0.06474,0.06474,46988.31,25.0,45.0
1116.53,0.09905,2306.21,0.06484,0.06484,46981.76,25.0,45.0
1117.82,0.09916,2306.2,0.06494,0.06494,46981.56,25.0,45.0
1119.08,0.09927,2306.83,0.06504,0.06504,46994.28,25.0,45.0
1120.36,0.09937,2306.02,0.06514,0.06514,46977.87,25.0,45.0
1121.61,0.09948,2306.51,0.06524,0.06524,46987.74,25.0,45.0
1122.88,0.09958,2306.85,0.06534,0.06534,46994.68,25.0,45.0
1124.17,0.09969,2306.59,0.06544,0.06544,46989.38,25.0,45.0
1125.43,0.09979,2307.17,0.06554,0.06554,47001.38,25.0,45.0
1126.7,0.0999,2306.46,0.06564,0.06564,46986.89,25.0,45.0
1127.96,0.10001,2306.69,0.06574,0.06574,46991.47,25.0,45.0
1129.27,0.10012,2306.51,0.06584,0.06584,46987.89,25.0,45.0
1130.48,0.10022,2306.62,0.06594,0.06594,46990.05,25.0,45.0
1131.77,0.10032,2307.12,0.06604,0.06604,47000.22,25.0,45.0
1132.99,0.10042,2307.39,0.06614,0.06614,47005.75,25.0,45.0
1134.28,0.10053,2306.93,0.06624,0.06624,46996.49,25.0,45.0
1135.55,0.10064,2307.53,0.06634,0.06634,47008.53,25.0,45.0
1136.87,0.10075,2307.1,0.06644,0.06644,46999.79,25.0,45.0
1138.08,0.10085,2307.04,0.06654,0.06654,46998.56,25.0,45.0
1139.35,0.10096,2307.87,0.06664,0.06664,47015.49,25.0,45.0
1140.58,0.10106,2307.79,0.06674,0.06674,47013.82,25.0,45.0
1141.84,0.10116,2307.13,0.06684,0.06684,47000.5,25.0,45.0
1143.08,0.10127,2307.69,0.06694,0.06694,47011.89,25.0,45.0
1144.35,0.10137,2307.9,0.06704,0.06704,47016.11,25.0,45.0
1145.61,0.10148,2307.23,0.06714,0.06714,47002.43,25.0,45.0
1146.9,0.10158,2308.1,0.06724,0.06724,47020.17,25.0,45.0
1148.15,0.10169,2307.17,0.06734,0.06734,47001.27,25.0,45.0
1149.46,0.1018,2307.96,0.06744,0.06744,47017.37,25.0,45.0
1150.66,0.1019,2307.9,0.06754,0.06754,47016.1,25.0,45.0
1151.9,0.102,2307.89,0.06764,0.06764,47015.99,25.0,45.0
1153.14,0.1021,2308.07,0.06774,0.06774,47019.6,25.0,45.0
1154.41,0.10221,2307.9,0.06784,0.06784,47016.16,25.0,45.0
1155.65,0.10231,2307.6,0.06794,0.06794,47010.14,25.0,45.0
1156.94,0.10242,2308.03,0.06804,0.06804,47018.78,25.0,45.0
1158.19,0.10253,2308.34,0.06814,0.06814,47025.11,25.0,45.0
1159.47,0.10263,2307.76,0.06824,0.06824,47013.26,25.0,45.0
1160.73,0.10274,2308.17,0.06834,0.06834,47021.56,25.0,45.0
1161.97,0.10284,2308.58,0.06844,0.06844,47029.92,25.0,45.0
1163.2,0.10294,2308.56,0.06854,0.06854,47029.69,25.0,45.0
1164.48,0.10305,2307.8,0.06864,0.06864,47014.04,25.0,45.0
1165.71,0.10315,2308.13,0.06874,0.06874,47020.86,25.0,45.0
1166.95,0.10326,2308.43,0.06884,0.06884,47027.04,25.0,45.0
1168.17,0.10336,2308.27,0.06894,0.06894,47023.59,25.0,45.0
1169.44,0.10346,2307.93,0.06904,0.06904,47016.71,25.0,45.0
1170.71,0.10357,2308.45,0.06914,0.06914,47027.31,25.0,45.0
1171.95,0.10367,2308.87,0.06924,0.06924,47035.98,25.0,45.0
1173.18,0.10377,2308.79,0.06934,0.06934,47034.38,25.0,45.0
1174.45,0.10388,2308.32,0.06944,0.06944,47024.64,25.0,45.0
1175.7,0.10399,2308.96,0.06954,0.06954,47037.83,25.0,45.0
1176.91,0.10408,2308.87,0.06964,0.06964,47035.93,25.0,45.0
1178.18,0.10419,2308.27,0.06974,0.06974,47023.73,25.0,45.0
1179.42,0.1043,2308.24,0.06984,0.06984,47023.04,25.0,45.0
1180.71,0.1044,2308.76,0.06994,0.06994,47033.69,25.0,45.0
1181.94,0.1045,2308.87,0.07004,0.07004,47035.82,25.0,45.0
1183.2,0.10461,2308.38,0.07014,0.07014,47025.86,25.0,45.0
1184.41,0.10471,2308.14,0.07024,0.07024,47021.13,25.0,45.0
1185.66,0.10481,2308.57,0.07034,0.07034,47029.77,25.0,45.0
1186.89,0.10492,2309.03,0.07044,0.07044,47039.18,25.0,45.0
1188.12,0.10502,2309.23,0.07054,0.07054,47043.31,25.0,45.0
1189.34,0.10512,2309.04,0.07064,0.07064,47039.35,25.0,45.0
1190.62,0.10523,2308.44,0.07074,0.07074,47027.18,25.0,45.0
1191.82,0.10533,2308.84,0.07084,0.07084,47035.36,25.0,45.0
1193.16,0.10544,2309.06,0.07094,0.07094,47039.69,25.0,45.0
1194.39,0.10554,2308.98,0.07104,0.07104,47038.21,25.0,45.0
1195.64,0.10565,2308.53,0.07114,0.07114,47028.89,25.0,45.0
1196.84,0.10574,2308.59,0.07124,0.07124,47030.13,25.0,45.0
1198.1,0.10585,2308.55,0.07134,0.07134,47029.35,25.0,45.0
1199.32,0.10595,2308.75,0.07144,0.07144,47033.57,25.0,45.0
1200.58,0.10606,2308.94,0.07154,0.07154,47037.4,25.0,45.0
1201.84,0.10616,2308.57,0.07164,0.07164,47029.7,25.0,45.0
1203.11,0.10627,2308.73,0.07174,0.07174,47033.04,25.0,45.0
1204.35,0.10637,2308.86,0.07184,0.07184,47035.75,25.0,45.0
1205.63,0.10648,2308.71,0.07194,0.07194,47032.71,25.0,45.0
1206.81,0.10658,2309.18,0.07204,0.07204,47042.15,25.0,45.0
1208.07,0.10668,2309.18,0.07214,0.07214,47042.14,25.0,45.0
1209.29,0.10678,2309.17,0.07224,0.07224,47042.02,25.0,45.0
1210.55,0.10689,2308.67,0.07234,0.07234,47031.9,25.0,45.0
1211.72,0.10699,2309.67,0.07244,0.07244,47052.14,25.0,45.0
1212.99,0.10709,2308.52,0.07254,0.07254,47028.71,25.0,45.0
1214.21,0.10719,2308.63,0.07264,0.07264,47030.98,25.0,45.0
1215.47,0.1073,2308.91,0.07274,0.07274,47036.77,25.0,45.0
