Time(s),Strain(%),Stress(MPa),Temp(C),SR(%/s)
0.049706389999999996,0.04973891,58.03802845853353,1200.0,1.0
0.05003545499999999,0.050067975,58.126824690000454,1200.0,1.0
0.050364519999999996,0.05039704,58.215884397909505,1200.0,1.0
0.050693585,0.050726104999999994,58.30291148462633,1200.0,1.0
0.051022649999999996,0.05105517,58.38815881843697,1200.0,1.0
0.05132819999999999,0.05136072,58.47183039903829,1200.0,1.0
0.05163374999999999,0.05166627,58.55408135753832,1200.0,1.0
0.051939299999999994,0.05197182,58.636980829266584,1200.0,1.0
0.052244849999999995,0.05227737,58.72098316777412,1200.0,1.0
0.052542297499999994,0.052574817499999996,58.80658296878068,1200.0,1.0
0.052839744999999994,0.052872265,58.89431507017455,1200.0,1.0
0.0531371925,0.0531697125,58.98262076387997,1200.0,1.0
0.05343464,0.05346716,59.070817966857255,1200.0,1.0
0.05374656,0.05377908,59.15818983391692,1200.0,1.0
0.05405848,0.054091,59.24398475771986,1200.0,1.0
0.0543704,0.05440292,59.32948304663457,1200.0,1.0
0.05468232,0.05471484,59.41534275386182,1200.0,1.0
0.0550016975,0.0550342175,59.502254194969794,1200.0,1.0
0.055321075,0.055353595000000005,59.59093994789405,1200.0,1.0
0.0556404525,0.0556729725,59.68010405952191,1200.0,1.0
0.05595983,0.05599235,59.76901125781739,1200.0,1.0
0.0562626525,0.056295172500000004,59.85689340149258,1200.0,1.0
0.056565475000000004,0.056597995,59.9429494800078,1200.0,1.0
0.0568682975,0.0569008175,60.02919763381945,1200.0,1.0
0.05717112,0.05720364,60.11539311913012,1200.0,1.0
0.057481395000000005,0.057513915,60.20138665711406,1200.0,1.0
0.05779167,0.05782419,60.287124433917114,1200.0,1.0
0.058101945,0.058134464999999996,60.37073463536882,1200.0,1.0
0.05841222,0.05844474,60.45272513998243,1200.0,1.0
0.058721419999999996,0.058753940000000004,60.53359328889434,1200.0,1.0
0.05903062,0.05906314,60.61382588586409,1200.0,1.0
0.05933982,0.059372339999999996,60.695197914826245,1200.0,1.0
0.05964902,0.05968154,60.77679986676559,1200.0,1.0
0.0599543725,0.0599868925,60.85781201531857,1200.0,1.0
0.060259725,0.060292244999999994,60.93750441677315,1200.0,1.0
0.060565077499999995,0.060597597499999996,61.01540298267848,1200.0,1.0
0.060870429999999996,0.06090295,61.091819770345175,1200.0,1.0
0.06118185749999999,0.0612143775,61.1671432285611,1200.0,1.0
0.061493284999999995,0.061525805,61.24183819759147,1200.0,1.0
0.0618047125,0.061837232500000006,61.31482198153561,1200.0,1.0
0.06211614,0.06214866,61.38662449095224,1200.0,1.0
0.0624193925,0.0624519125,61.457772226295916,1200.0,1.0
0.062722645,0.062755165,61.52878827791705,1200.0,1.0
0.0630258975,0.06305841749999999,61.599629083384784,1200.0,1.0
0.06332915,0.06336167,61.67012030461198,1200.0,1.0
0.063638485,0.063671005,61.74007318640925,1200.0,1.0
0.06394782,0.06398034,61.80928455648493,1200.0,1.0
0.06425715500000001,0.06428967499999999,61.879927110707435,1200.0,1.0
0.06456649,0.06459901,61.95235157723022,1200.0,1.0
0.0648719075,0.0649044275,62.02700027306077,1200.0,1.0
0.06517732500000001,0.065209845,62.10440710406086,1200.0,1.0
0.06548274250000001,0.0655152625,62.18084716158364,1200.0,1.0
0.06578816000000001,0.06582068,62.2563887850989,1200.0,1.0
0.06609967750000001,0.0661321975,62.33098856801566,1200.0,1.0
0.066411195,0.066443715,62.40449135768241,1200.0,1.0
0.0667227125,0.0667552325,62.478963448335904,1200.0,1.0
0.06703423,0.06706675,62.55396044935113,1200.0,1.0
0.0673275375,0.06736005749999999,62.629045722318985,1200.0,1.0
0.06762084500000001,0.067653365,62.70379038104614,1200.0,1.0
0.06791415250000002,0.0679466725,62.77811329521833,1200.0,1.0
0.06820746000000001,0.06823998,62.85242356940008,1200.0,1.0
0.068521155,0.06855367500000001,62.92713446241708,1200.0,1.0
0.06883485,0.06886737000000001,63.00266338735644,1200.0,1.0
0.069148545,0.06918106500000001,63.07947633268593,1200.0,1.0
0.06946224000000001,0.06949476,63.15723584950409,1200.0,1.0
0.06976055750000001,0.0697930775,63.235630158644184,1200.0,1.0
0.070058875,0.070091395,63.314373150674534,1200.0,1.0
0.0703571925,0.0703897125,63.39242573870394,1200.0,1.0
0.07065551,0.07068803,63.46925628175704,1200.0,1.0
0.07096136750000001,0.07099388749999999,63.54432697972012,1200.0,1.0
0.071267225,0.071299745,63.61709387334123,1200.0,1.0
0.0715730825,0.0716056025,63.68929370562614,1200.0,1.0
0.07187894,0.07191146,63.76107996758816,1200.0,1.0
0.0721995525,0.0722320725,63.83269756570457,1200.0,1.0
0.072520165,0.072552685,63.90448282191671,1200.0,1.0
0.07284077750000001,0.0728732975,63.974753701001006,1200.0,1.0
0.07316139,0.07319391,64.04348422256916,1200.0,1.0
0.073468015,0.073500535,64.11064703351511,1200.0,1.0
0.07377464,0.07380716000000001,64.17621340801522,1200.0,1.0
0.07408126500000001,0.07411378500000002,64.24157548733258,1200.0,1.0
0.07438789000000001,0.07442041,64.30698080056743,1200.0,1.0
0.07468625250000001,0.0747187725,64.37274028893202,1200.0,1.0
0.074984615,0.07501713500000001,64.43922830575018,1200.0,1.0
0.07528297750000001,0.07531549750000001,64.50569011088179,1200.0,1.0
0.07558134000000001,0.07561386,64.57203444422281,1200.0,1.0
0.07588581500000001,0.075918335,64.63818819077309,1200.0,1.0
0.07619029000000001,0.07622281,64.70409638063678,1200.0,1.0
0.076494765,0.076527285,64.76920335485745,1200.0,1.0
0.07679924,0.07683176,64.833864537668,1200.0,1.0
0.07710987750000001,0.0771423975,64.8984178475912,1200.0,1.0
0.077420515,0.077453035,64.96318369743962,1200.0,1.0
0.0777311525,0.07776367249999999,65.02941138478236,1200.0,1.0
0.07804179,0.07807431,65.09635913157024,1200.0,1.0
0.07836872,0.07840124,65.1633413904169,1200.0,1.0
0.07869565,0.07872817,65.22972884459861,1200.0,1.0
0.07902258000000001,0.0790551,65.29410244685518,1200.0,1.0
0.07934951000000001,0.07938203,65.35705836651435,1200.0,1.0
0.07964935750000002,0.0796818775,65.41917817156838,1200.0,1.0
0.07994920500000001,0.079981725,65.48102882867444,1200.0,1.0
0.0802490525,0.08028157250000001,65.54299905644523,1200.0,1.0
0.0805489,0.08058142,65.605161709824,1200.0,1.0
0.0808519875,0.08088450750000001,65.66757851756076,1200.0,1.0
0.08115507500000001,0.081187595,65.73030008221237,1200.0,1.0
0.08145816250000001,0.0814906825,65.79309578202589,1200.0,1.0
0.08176125000000001,0.08179377,65.85603055356376,1200.0,1.0
0.0820705225,0.0821030425,65.91914364197756,1200.0,1.0
0.082379795,0.082412315,65.98244860100787,1200.0,1.0
0.0826890675,0.0827215875,66.04750726674465,1200.0,1.0
0.08299834,0.08303086,66.11434757750213,1200.0,1.0
0.08330217250000001,0.0833346925,66.18304961301529,1200.0,1.0
0.08360600500000001,0.08363852499999999,66.2537455944395,1200.0,1.0
0.0839098375,0.0839423575,66.32308991157487,1200.0,1.0
0.08421367,0.08424619,66.39101657299143,1200.0,1.0
0.08452664500000001,0.08455916499999999,66.45734108599984,1200.0,1.0
0.08483962,0.08487214,66.52176045665135,1200.0,1.0
0.085152595,0.085185115,66.58775731576029,1200.0,1.0
0.08546557,0.08549809,66.65494382140433,1200.0,1.0
0.085754105,0.085786625,66.72300696619702,1200.0,1.0
0.08604264,0.08607516,66.79170857728798,1200.0,1.0
0.08633117500000001,0.08636369499999999,66.85989512352856,1200.0,1.0
0.08661971,0.08665223,66.9274094508469,1200.0,1.0
0.08694948499999999,0.086982005,66.99412096356099,1200.0,1.0
0.08727926,0.08731178,67.05992562437916,1200.0,1.0
0.087609035,0.08764155500000001,67.12446597932518,1200.0,1.0
0.08793881,0.08797133,67.18811048636312,1200.0,1.0
0.0882251275,0.08825764750000001,67.25122943132624,1200.0,1.0
0.08851144500000001,0.088543965,67.31419492791714,1200.0,1.0
0.08879776250000002,0.0888302825,67.37711814740385,1200.0,1.0
0.08908408000000001,0.0891166,67.43950656749483,1200.0,1.0
0.08940297000000001,0.08943549,67.50087814909905,1200.0,1.0
0.08972186000000001,0.08975438,67.56076133632641,1200.0,1.0
0.09004075,0.09007327,67.621219361352,1200.0,1.0
0.09035964,0.09039216,67.68235443354135,1200.0,1.0
0.0906657175,0.0906982375,67.74439277603852,1200.0,1.0
0.09097179500000001,0.091004315,67.80768462576586,1200.0,1.0
0.09127787250000001,0.0913103925,67.87006771423091,1200.0,1.0
0.09158395000000001,0.09161647,67.93113591352639,1200.0,1.0
0.09190067500000001,0.09193319500000001,67.99049931543257,1200.0,1.0
0.0922174,0.09224992000000001,68.04778423141737,1200.0,1.0
0.09253412500000001,0.092566645,68.10170438448169,1200.0,1.0
0.09285085000000001,0.09288337,68.1530632667846,1200.0,1.0
0.0931518325,0.09318435250000001,68.20260477306098,1200.0,1.0
0.09345281500000001,0.093485335,68.25101320062141,1200.0,1.0
0.09375379750000001,0.0937863175,68.3018333115626,1200.0,1.0
0.09405478,0.0940873,68.35480729601706,1200.0,1.0
0.0943678825,0.09440040250000001,68.4097860051969,1200.0,1.0
0.094680985,0.094713505,68.46672895139389,1200.0,1.0
0.09499408749999999,0.0950266075,68.52419741403412,1200.0,1.0
0.09530719,0.09533971,68.58200775292813,1200.0,1.0
0.0956044775,0.09563699749999999,68.64001798610624,1200.0,1.0
0.095901765,0.095934285,68.69812778981834,1200.0,1.0
0.09619905249999999,0.0962315725,68.75363534793763,1200.0,1.0
0.09649634,0.09652886,68.80717769321039,1200.0,1.0
0.0968161125,0.0968486325,68.85928350798503,1200.0,1.0
0.097135885,0.097168405,68.9103731242123,1200.0,1.0
0.09745565750000001,0.0974881775,68.96222828575209,1200.0,1.0
0.09777543000000001,0.09780795,69.01442273637332,1200.0,1.0
0.09809412250000002,0.0981266425,69.06651200611387,1200.0,1.0
0.09841281500000001,0.098445335,69.11803341128056,1200.0,1.0
0.09873150750000001,0.09876402749999999,69.17115251716223,1200.0,1.0
0.0990502,0.09908272,69.22637417865468,1200.0,1.0
0.0993382525,0.09937077250000001,69.2842933439776,1200.0,1.0
0.099626305,0.099658825,69.34559505467453,1200.0,1.0
0.0999143575,0.0999468775,69.40732062867458,1200.0,1.0
0.10020241,0.10023493,69.46907150241714,1200.0,1.0
0.100507085,0.100539605,69.53038254298545,1200.0,1.0
0.10081176,0.10084428000000001,69.5907220481066,1200.0,1.0
0.101116435,0.10114895500000001,69.65045568037361,1200.0,1.0
0.10142111000000001,0.10145363,69.70883888749474,1200.0,1.0
0.10173506000000002,0.10176758,69.76511124428063,1200.0,1.0
0.10204901000000001,0.10208153,69.81849645264424,1200.0,1.0
0.10236296,0.10239548000000001,69.8703558970391,1200.0,1.0
0.10267691000000001,0.10270943,69.92159655783459,1200.0,1.0
0.10297345000000001,0.10300597,69.97317499923521,1200.0,1.0
0.10326999,0.10330251,70.02609736928063,1200.0,1.0
0.10356653,0.10359905,70.07969918526452,1200.0,1.0
0.10386307,0.10389559,70.13399938348422,1200.0,1.0
0.10418221,0.10421473,70.18900703837159,1200.0,1.0
0.10450135,0.10453387,70.24472136249277,1200.0,1.0
0.10482049000000002,0.10485301,70.30276219631187,1200.0,1.0
0.10513963000000001,0.10517215,70.36190738444064,1200.0,1.0
0.10543540000000001,0.10546791999999999,70.42103760214421,1200.0,1.0
0.10573117000000001,0.10576369,70.47913635534131,1200.0,1.0
0.10602694000000001,0.10605946,70.53440980226851,1200.0,1.0
0.10632271,0.10635523,70.58715950623063,1200.0,1.0
0.10662630000000001,0.10665882,70.63771731692465,1200.0,1.0
0.10692989,0.10696241000000001,70.6864453704398,1200.0,1.0
0.10723348,0.107266,70.73295976921628,1200.0,1.0
0.10753707000000001,0.10756959,70.77731504617087,1200.0,1.0
0.10784845500000001,0.107880975,70.81956610990204,1200.0,1.0
0.10815984000000001,0.10819236,70.85976824468995,1200.0,1.0
0.108471225,0.108503745,70.89907550360284,1200.0,1.0
0.10878261,0.10881513,70.93818545599679,1200.0,1.0
0.10911081,0.10914333,70.9778353209626,1200.0,1.0
0.10943901,0.10947153,71.0188019673261,1200.0,1.0
0.10976721,0.10979973,71.06060072998316,1200.0,1.0
0.11009541,0.11012793,71.1042935036496,1200.0,1.0
0.1103821875,0.1104147075,71.15091092131793,1200.0,1.0
0.11066896500000001,0.110701485,71.20145235425726,1200.0,1.0
0.11095574250000001,0.1109882625,71.25600905871747,1200.0,1.0
0.11124252000000001,0.11127504,71.3128743984296,1200.0,1.0
0.1115580575,0.11159057750000001,71.37033294453,1200.0,1.0
0.111873595,0.111906115,71.42666047556042,1200.0,1.0
0.11218913250000001,0.11222165249999999,71.48086615933134,1200.0,1.0
0.11250467,0.11253719,71.53324387192214,1200.0,1.0
0.1128206325,0.1128531525,71.58406477462094,1200.0,1.0
0.113136595,0.113169115,71.63357731392412,1200.0,1.0
0.11345255750000001,0.1134850775,71.68273345284467,1200.0,1.0
0.11376852000000001,0.11380104,71.73125833816272,1200.0,1.0
0.11406233500000001,0.114094855,71.77890314764367,1200.0,1.0
0.11435615000000002,0.11438867,71.82544509003759,1200.0,1.0
0.11464996500000002,0.114682485,71.86981775849873,1200.0,1.0
0.11494378000000001,0.1149763,71.91263312296074,1200.0,1.0
0.1152695125,0.1153020325,71.9544654976661,1200.0,1.0
0.11559524500000001,0.115627765,71.99585154116602,1200.0,1.0
0.11592097750000001,0.1159534975,72.0398046793894,1200.0,1.0
0.11624671,0.11627923,72.08658286676825,1200.0,1.0
0.116527745,0.116560265,72.13653852928726,1200.0,1.0
0.11680878,0.11684130000000001,72.19011856448408,1200.0,1.0
0.11708981500000001,0.11712233500000001,72.24387506269613,1200.0,1.0
0.11737085000000001,0.11740337,72.29704966505987,1200.0,1.0
0.11769737250000001,0.1177298925,72.34881221259788,1200.0,1.0
0.11802389500000002,0.118056415,72.398260746219,1200.0,1.0
0.11835041750000001,0.11838293750000001,72.44419110388743,1200.0,1.0
0.11867694000000001,0.11870946,72.48852585687233,1200.0,1.0
0.11898577500000002,0.119018295,72.53302918702961,1200.0,1.0
0.11929461000000001,0.11932713,72.57930688680221,1200.0,1.0
0.119603445,0.11963596500000001,72.63159129994034,1200.0,1.0
0.11991228000000001,0.1199448,72.68822090900109,1200.0,1.0
0.12023056500000001,0.12026308499999999,72.74759096906004,1200.0,1.0
0.12054885000000001,0.12058137,72.80815350771168,1200.0,1.0
0.12086713500000001,0.120899655,72.86869413275917,1200.0,1.0
0.12118542,0.12121794,72.92953509221392,1200.0,1.0
0.121777835,0.121810355,72.991025026303,1200.0,1.0
0.12237025000000001,0.12240277,73.05353896746975,1200.0,1.0
0.12296266500000001,0.122995185,73.1165349830617,1200.0,1.0
0.12355508000000001,0.1235876,73.1788517217057,1200.0,1.0
0.123851815,0.12388433500000001,73.2393467104472,1200.0,1.0
0.12414855000000001,0.12418107,73.29689635475037,1200.0,1.0
0.12444528500000002,0.124477805,73.3510845629134,1200.0,1.0
0.12474202000000001,0.12477454,73.4009830919436,1200.0,1.0
0.125039105,0.125071625,73.44571337661394,1200.0,1.0
0.12533619000000001,0.12536871,73.48444652946239,1200.0,1.0
0.125633275,0.125665795,73.52099437733351,1200.0,1.0
0.12593036,0.12596288,73.55700051287894,1200.0,1.0
0.1262520775,0.12628459749999998,73.59433014965921,1200.0,1.0
0.126573795,0.126606315,73.63507012214392,1200.0,1.0
0.12689551249999997,0.1269280325,73.67471714901983,1200.0,1.0
0.12721723,0.12724975,73.7129269828155,1200.0,1.0
0.12752569749999998,0.1275582175,73.74930555379575,1200.0,1.0
0.127834165,0.12786668499999998,73.78340896996242,1200.0,1.0
0.1281426325,0.1281751525,73.81713564951266,1200.0,1.0
0.12845109999999998,0.12848362,73.85124073633837,1200.0,1.0
0.12875994999999998,0.12879247,73.88651757187915,1200.0,1.0
0.12906879999999998,0.12910132,73.9237976951218,1200.0,1.0
0.12937764999999998,0.12941017,73.96190847242978,1200.0,1.0
0.12968649999999998,0.12971902,74.00100962254344,1200.0,1.0
0.1299957275,0.13002824749999997,74.041214806069,1200.0,1.0
0.130304955,0.13033747499999998,74.08259162547812,1200.0,1.0
0.1306141825,0.1306467025,74.1251625527991,1200.0,1.0
0.13092341,0.13095593,74.16866803686727,1200.0,1.0
0.13123759499999998,0.131270115,74.21280845052357,1200.0,1.0
0.13155178,0.1315843,74.25724409061448,1200.0,1.0
